,url,job_title,company,date,location,employment_type,field,description
10,https://www.seek.com.au/job/37434519?type=standout,Data Science Consultant - Alteryx & DataRobot,Ethos BeathChapman,10 Oct 2018,Sydney,Full Time,Information & Communication Technology,"We are looking for a Data Scientist to join one of our well known and established Australian data and analytics consultancy clients based in Sydney CBD. Working as a Consultant, the hiring manager wants a Data Scientist with strong technical
          data query skills with SQL or a similar language, strong data modeling skills and data visualisation skills. You will be applying your skills in Machine Learning, Artificial Intelligence and Data Visualisation. Two tools you will be
          working with technically are Alteryx and DataRobot. Any experience working hands on with these tools will be advantageous but if you have experience working with similar tools, you should be able to transfer your skillset quicky and adapt well
          to working with Alteryx and DataRobot. The right person for this role needs to be passionate about data science and able to work on large data sets. You will be building predictive models and will have the freedom and flexibility to
          access large amounts of data, working on client sites for well known banking and retail clients initially. This person will need to articulate insights to non-technical business people about the value of data in relation to their role.
          You will have regular stakeholder engagement and interaction with people across different business units. An attractive salary package is on offer for this role and this is a collaborative, knowledge sharing working environment. Training
          will be provided as and when needed and there is a clear path for career progression in the organisation. The ideal candidate will be passionate about analytics and data science. If you regularly attend meet-ups, work on kaggle competitions
          and / or continue to develop your skills in data science outside of working hours, then we want to hear from you.SKILLS & EXPERIENCE If the above sounds like you, please get in touch. We can wait for a notice period to be served and we are interviewing immediately. For further information on this role or to confidentially apply, please contact Rik English on 02 8227 9200  or apply directly via the Apply for this job button.
          Only WORD FORMAT resumes will be accepted. We are looking for a Data Scientist to join one of our well known and established Australian data and analytics consultancy clients based in Sydney CBD. Working as a Consultant, the hiring manager wants a Data Scientist with strong technical data query skills with SQL or a similar language, strong data modeling skills and data visualisation skills. You will be applying your skills in Machine Learning, Artificial Intelligence and Data Visualisation. Two tools you will be working with technically are Alteryx and DataRobot. Any experience working hands on with these tools will be advantageous but if you have experience working with similar tools, you should be able to transfer your skillset quicky and adapt well to working with Alteryx and DataRobot. The right person for this role needs to be passionate about data science and able to work on large data sets. You will be building predictive models and will have the freedom and flexibility to access large amounts of data, working on client sites for well known banking and retail clients initially. This person will need to articulate insights to non-technical business people about the value of data in relation to their role. You will have regular stakeholder engagement and interaction with people across different business units. An attractive salary package is on offer for this role and this is a collaborative, knowledge sharing working environment. Training will be provided as and when needed and there is a clear path for career progression in the organisation. The ideal candidate will be passionate about analytics and data science. If you regularly attend meet-ups, work on kaggle competitions and / or continue to develop your skills in data science outside of working hours, then we want to hear from you.SKILLS & EXPERIENCE If the above sounds like you, please get in touch. We can wait for a notice period to be served and we are interviewing immediately. For further information on this role or to confidentially apply, please contact Rik English on 02 8227 9200  or apply directly via the Apply for this job button. Only WORD FORMAT resumes will be accepted."
11,https://www.seek.com.au/job/37431064?type=standard,Data Science | Disruptive Data Driven Consulting Firm,HCM Australia,10 Oct 2018,Sydney,Full Time,Information & Communication Technology,Finance & Retail Data Science projects 
12,https://www.seek.com.au/job/37425989?type=standard,"Data Science Consultant (Read...Data Artist), Sydney perm",Sirius Technology Sydney part of Sirius People Pty Ltd,9 Oct 2018,Sydney,Full Time,Information & Communication Technology,   
13,https://www.seek.com.au/job/37426176?type=standard,Data Science Consultant,Xpand Group Pty Ltd,9 Oct 2018,Melbourne,Full Time,Information & Communication Technology,Working on analytic experiments in the Analytics Hub
14,https://www.seek.com.au/job/37411798?type=standout,Director - Data Science & Analytics,,8 Oct 2018,Sydney,Full Time,Information & Communication Technology,"Director - Data Science and Analytics We see data as an unexpected frontier and a change to predict tomorrow. We are now looking for the new Director of Data Science & Analytics to have oversight of a team that builds
          capabilities throughout Optus.  The role  As Optus continues to push beyond telco, our focus on analytics has sharpened.  As the Director of Data Science & Analytics, you will: The perks  Optus is a place where we let you do you. We offer all kinds of benefits, such as: About you  You have a well known and established reputation in the Data Science and Analytics community and are well respected amongst your peers.  Other preferred skills and experience include: About us  At Optus, we don’t sit back and let the future happen to us - we’re out there making it. By expanding into new technology and relentlessly improving every day, we’re working to create a better tomorrow for all
          Australians.  Optus believes in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers.  Heads Up! Due to the fast paced nature of our business, vacancy close dates may change, so make sure you apply today! Director - Data Science and Analytics We see data as an unexpected frontier and a change to predict tomorrow. We are now looking for the new Director of Data Science & Analytics to have oversight of a team that builds capabilities throughout Optus.  The role  As Optus continues to push beyond telco, our focus on analytics has sharpened.  As the Director of Data Science & Analytics, you will: The perks  Optus is a place where we let you do you. We offer all kinds of benefits, such as: About you  You have a well known and established reputation in the Data Science and Analytics community and are well respected amongst your peers.  Other preferred skills and experience include: About us  At Optus, we don’t sit back and let the future happen to us - we’re out there making it. By expanding into new technology and relentlessly improving every day, we’re working to create a better tomorrow for all Australians.  Optus believes in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers.  Heads Up! Due to the fast paced nature of our business, vacancy close dates may change, so make sure you apply today!"
15,https://www.seek.com.au/job/37411237?type=standard,Senior Data Scientist - Advanced Analytics - Data Science,Bridge Associates APAC Pty Ltd,8 Oct 2018,Perth,Full Time,Science & Technology,"A large IT consulting firm seeking an experienced Data Scientist with strong data modelling skills who can propose,design,executive and implement advanced analytic solutions for business functions. Skill Set: Apply with your CV to nirupa@bridgeapac.com.au  or call directly to Nirupa @ 0426 926 126. Please note only shortlisted candidates will be contacted   A large IT consulting firm seeking an experienced Data Scientist with strong data modelling skills who can propose,design,executive and implement advanced analytic solutions for business functions. Skill Set: Apply with your CV to nirupa@bridgeapac.com.au  or call directly to Nirupa @ 0426 926 126. Please note only shortlisted candidates will be contacted  "
16,https://www.seek.com.au/job/37414875?type=standard,Data Science Consultant,HCM Australia,8 Oct 2018,ACT,Full Time,Consulting & Strategy,Tier 1 Global Consulting Business 
17,https://www.seek.com.au/job/37414874?type=standard,Data Science Consultant,HCM Australia,8 Oct 2018,Melbourne,Full Time,Consulting & Strategy,Tier 1 Global Consulting Business 
18,https://www.seek.com.au/job/37414678?type=standard,Data Science Consulting lead,HCM Australia,8 Oct 2018,Sydney,Full Time,Information & Communication Technology,Tier 1 Global Consulting Business 
19,https://www.seek.com.au/job/37398284?type=standard,Data Science Consultant,HCM Australia,5 Oct 2018,Melbourne,Full Time,Consulting & Strategy,Tier 1 Global Consulting Business 
20,https://www.seek.com.au/job/37390234?type=standard,"Data Science Analyst, ANZ Commercial",,4 Oct 2018,Sydney,Full Time,Science & Technology,"Data Science Analyst, ANZ Commercial Why ResMed?  Imagine what you could accomplish if you could drive positive change every single day while working in an US and ASX listed company that is part of the Fortune 500. At ResMed, you can find out. As a world-leading connected health company with
          more than 4 million cloud-connected devices, our work changes lives with every breath. Our award-winning devices and software solutions help treat and manage sleep apnea, chronic obstructive pulmonary disease and other respiratory conditions.Let's talk about the role:Supporting
          our ANZ Commercial Business, you will design, develop and verify data driven insights that create meaningful impact on our solutions and services.  From interpreting trends in sales and marketing to making predictions about future consumer behavior, you will use data analytics to help the organization succeed.  You will work across different business areas (Retail, Customer Care, Operations, Wholesales, Marketing, etc) and undertake data analysis using the latest technologies in machine learning and distributed computing. Your goal will be to recommend
          insights-driven solutions that improve ANZ’s commercial business and therapy outcomes for end users. You will also get involved in commercial business projects including being the member of a project team, as a project lead or as an individual contributor and be a driving force behind some of the business considerations and initiatives.  Let’s talk about you: Are you someone who can connect the dots between data and outcomes?  Do you have the ability to make business recommendations and communicate this information in a meaningful and concise manner? To really get us excited you should possess a graduate degree in Mathematics, Statistics, IT or an Engineering
          discipline. You would have worked in an environment where you dealt with commercial related datasets such as consumer behavior, staff efficiency and effectiveness, inventory analytics etc. Through this work experience, you have obtained a strong understanding of the Data Science domain and be proficient in the development and implementation of statistical and analytical models (R, SPSS, SAS, Python, etc) as well as machine learning
          techniques and related disciplines. You should have worked with visualization tools such as Tableau, Birst or Cognos RAVE and have deep knowledge of traditional databases and Big Data Technology stacks (HDFS, MapR, NoSQL DB).If
          you have what it takes, apply now! Let’s talk about the team:The team is composed of members who start from best practice and are always learning and striving for continuous improvement. The team is laser focused
          and decisive, while sharing the common goal of changing people’s lives with every breath. Let’s talk benefits: At ResMed Sydney we provide our employees with quality facilities and resources. We have a purpose-built 30-acre campus, an employee learning and development centre, onsite health and fitness facilities - including a pool, a gym and fitness classes,
          subsidised fitness and recreational activities, a café and undercover parking. OK, so what next? At ResMed, we believe in supporting, inspiring and developing our people. So we recruit the best and then give them the tools to make a real difference in the lives of our patients. We believe that fresh thinking inspires innovation - and our
          shared success. If this sounds like a place you would like to work and you have the drive to help transform and enhance the lives of millions of patients, then today is your day! Apply now!ResMed is an equal employment opportunity employer and we are committed to increase employment opportunities for females, minorities, individuals with disabilities and other diverse groups. We value the diversity of those around us and recognise how our diversity enables us to bring the best solutions to our patients, globally. We strive to build an inclusive and flexible environment where we can all share our ideas, collaborate together and have some fun along the way. Data Science Analyst, ANZ Commercial Why ResMed?  Imagine what you could accomplish if you could drive positive change every single day while working in an US and ASX listed company that is part of the Fortune 500. At ResMed, you can find out. As a world-leading connected health company with more than 4 million cloud-connected devices, our work changes lives with every breath. Our award-winning devices and software solutions help treat and manage sleep apnea, chronic obstructive pulmonary disease and other respiratory conditions.Let's talk about the role:Supporting our ANZ Commercial Business, you will design, develop and verify data driven insights that create meaningful impact on our solutions and services.  From interpreting trends in sales and marketing to making predictions about future consumer behavior, you will use data analytics to help the organization succeed.  You will work across different business areas (Retail, Customer Care, Operations, Wholesales, Marketing, etc) and undertake data analysis using the latest technologies in machine learning and distributed computing. Your goal will be to recommend insights-driven solutions that improve ANZ’s commercial business and therapy outcomes for end users. You will also get involved in commercial business projects including being the member of a project team, as a project lead or as an individual contributor and be a driving force behind some of the business considerations and initiatives.  Let’s talk about you: Are you someone who can connect the dots between data and outcomes?  Do you have the ability to make business recommendations and communicate this information in a meaningful and concise manner? To really get us excited you should possess a graduate degree in Mathematics, Statistics, IT or an Engineering discipline. You would have worked in an environment where you dealt with commercial related datasets such as consumer behavior, staff efficiency and effectiveness, inventory analytics etc. Through this work experience, you have obtained a strong understanding of the Data Science domain and be proficient in the development and implementation of statistical and analytical models (R, SPSS, SAS, Python, etc) as well as machine learning techniques and related disciplines. You should have worked with visualization tools such as Tableau, Birst or Cognos RAVE and have deep knowledge of traditional databases and Big Data Technology stacks (HDFS, MapR, NoSQL DB).If you have what it takes, apply now! Let’s talk about the team:The team is composed of members who start from best practice and are always learning and striving for continuous improvement. The team is laser focused and decisive, while sharing the common goal of changing people’s lives with every breath. Let’s talk benefits: At ResMed Sydney we provide our employees with quality facilities and resources. We have a purpose-built 30-acre campus, an employee learning and development centre, onsite health and fitness facilities - including a pool, a gym and fitness classes, subsidised fitness and recreational activities, a café and undercover parking. OK, so what next? At ResMed, we believe in supporting, inspiring and developing our people. So we recruit the best and then give them the tools to make a real difference in the lives of our patients. We believe that fresh thinking inspires innovation - and our shared success. If this sounds like a place you would like to work and you have the drive to help transform and enhance the lives of millions of patients, then today is your day! Apply now!ResMed is an equal employment opportunity employer and we are committed to increase employment opportunities for females, minorities, individuals with disabilities and other diverse groups. We value the diversity of those around us and recognise how our diversity enables us to bring the best solutions to our patients, globally. We strive to build an inclusive and flexible environment where we can all share our ideas, collaborate together and have some fun along the way."
